
TEDDYTIME
PO Box 96231
BALMORAL 1342

Analyse Sales [Item Spreadsheet]

April 2019 through March 2020
17/04/2020,Page 1
10:37:51 am
Item No.,Item Name,April,May,June,July,August,September,October,November,December,January,February,March,Total
20030KR,Corrugated Wrap 50pk Kraft,0,0,0,0,0,0,0,0,0,0,0,0,0
20030RE,Corrugated Paper Wrap Red,0,0,1,0,0,1,2,2,1,3,1,0,11
20030WH,Corrugated Paper Wrap White,0,0,0,0,0,0,0,0,0,0,0,0,0
20038BK,Ribbon S/F Satin Black,0,0,0,0,0,0,0,0,0,0,0,0,0
20038IV,Ribbon S/F Satin Ivory,0,0,0,0,0,0,0,0,0,0,0,0,0
20038RD,Ribbon S/F Satin Red,0,0,0,0,0,0,0,0,0,0,0,0,0
20038WH,Ribbon S/F Satin White,0,0,0,0,0,0,0,0,0,0,0,0,0
2003BK,Ribbon Satin Double Face Black,1,3,0,1,0,0,15,5,0,4,5,0,34
2003IV,Ribbon Satin Double Face Ivory,4,3,4,3,3,0,2,3,0,0,0,0,22
2003RD,Ribbon Satin Double Face Red,0,1,0,0,0,0,3,5,2,3,0,0,14
2003WH,Ribbon Satin Double Face White,7,6,6,2,2,0,4,4,0,4,1,0,36
200450HP,Wrap/Roll Poly Net 50cmx10m Ho,0,0,0,0,0,0,0,0,0,0,0,0,0
20050IV,Ribbon S/F Satin Ivory,0,0,0,0,0,0,0,0,0,0,0,0,0
20050RD,Ribbon S/F Satin Red,0,0,0,0,0,0,0,0,0,0,0,0,0
20050WH,Ribbon S/F Satin White,0,0,0,0,0,0,0,0,0,0,0,0,0
200650BG,Wrap/Roll Poly Linen Look Beig,0,0,0,0,0,0,0,0,0,0,0,0,0
201602,Tape Packing Brown 38mmx75m,6,0,0,0,0,0,0,2,0,1,0,0,9
201603,Tape Packing Clear 48mmx75m,1,5,17,8,2,0,3,12,5,1,5,2,61
201604,Tape Clear 12mmx66m,3,12,38,6,8,0,0,0,0,0,0,0,67
201605,Tape Clear 18mmx66m,10,0,7,18,21,12,4,25,13,6,23,15,154
201608,Tape Gun Floral Basics Red,0,0,0,0,1,0,0,2,0,0,0,0,3
201609,Pricing Gun Red,1,0,1,1,3,1,3,0,1,1,1,0,13
201610,Pricing Stickers 10 rolls,4,1,6,1,3,0,7,2,6,3,2,1,36
201611,Price Gun Ink Rolls Black,0,0,1,0,0,0,1,0,0,1,0,0,3
201618,Florist Bistro Apron Black,0,2,0,10,0,2,1,6,0,3,0,0,24
201619,Florist Bib Apron Black,2,1,1,4,0,0,0,0,0,0,0,0,8
201914,Machine Strapping Tape,0,0,0,0,0,0,0,0,0,0,0,0,0
20201MO,Ceramic Cube Set of 2 Moss,8,5,0,1,8,0,0,0,0,0,0,0,22
20201WH,Ceramic Cube Set of 2 White,17,8,26,20,45,37,19,41,23,23,9,15,283
20202BK,Ceramic Cube Set of 2 Black,41,21,2,15,39,29,12,5,7,0,0,0,171
20202CR,Ceramic Bondi Cube 15x15x15cmH,0,0,0,0,0,0,0,0,0,0,0,0,0
20202MGO,Bondi Cube S/2,0,0,0,0,0,0,0,0,0,0,0,0,0
20202MO,Ceramic Cube Set of 2 Moss,20,44,25,28,15,35,20,5,0,0,0,0,192
20202RE,Bondi Cube S/2,0,0,0,0,0,0,0,0,0,0,0,0,0
20202WH,Ceramic Cube Set of 2 White,39,31,5,26,50,39,22,8,34,6,20,36,316
20203MO,Ceramic Bondi Rect Trough 23x1,0,0,0,0,0,0,0,0,0,0,0,0,0
20204BK,Ceramic Square Set of 3 Black,0,1,0,0,3,1,1,2,0,0,0,0,8
20205BK,Black Square Tank Set of 2,0,1,5,14,16,0,10,6,8,20,12,2,94
20205WH,Ceramic Square Tank S/2 White,2,2,0,8,15,2,0,3,0,1,0,1,34
20208BK,Ceramic Bondi Taper - Black,0,0,0,0,0,0,0,0,0,0,0,0,0
20208BP,Ceramic Bondi Taper - Baby Pnk,0,0,0,0,0,0,0,0,0,0,0,0,0
20208CH,Ceramic Bondi Taper - Choc,0,0,0,0,0,0,0,0,0,0,0,0,0
20208CR,Ceramic Bondi Taper - Cream,0,0,0,0,0,0,0,0,0,0,0,0,0
20208LG,Ceramic Bondi Taper - Lime,0,0,0,0,0,0,0,0,0,0,0,0,0
20208MI,Ceramic Bondi Taper - Mint,0,0,0,0,0,0,0,0,0,0,0,0,0
20209BK,Black Trough 24x12x9cmH.,0,0,0,0,0,0,0,0,0,0,0,0,0
20209MO,Ceramic Rectangle Moss Trough,4,0,10,9,18,4,-10,0,0,1,0,5,41
20209WH,Ceramic Rectangle White Trough,16,9,14,14,35,8,29,30,44,23,4,10,236
20210BK,Cermaic Rectangle Black Trough,1,0,0,0,6,0,2,1,0,0,2,19,31
20210MO,Ceramic Rectangle Moss Trough,0,0,0,0,0,0,2,4,2,0,0,1,9
20210WH,Cermaic Rectangle White Trough,1,1,0,21,15,14,2,17,0,10,7,4,92
20217WH,Ceramic Bondi Boat S/2 White,11,4,5,0,0,0,0,0,0,0,0,0,20
20218MGO,Bondi Cylinder Large M.Gold,0,0,0,0,0,0,0,0,0,0,0,0,0
20218MO,Ceramic Bondi Cylinder Moss,0,0,0,0,0,0,0,0,0,0,0,0,0
20218MRE,Bondi Cylinder Large M.Red,0,0,0,0,0,0,0,0,0,0,0,0,0
20218MSI,Bondi Cylinder Large M.Silver,0,0,0,0,0,0,0,0,0,0,0,0,0
20218x,Cylinder pot Large,0,0,0,0,0,0,0,0,0,0,0,0,0
20219BK,Ceramic Bondi Cylinder Black,0,0,0,1,2,0,0,0,0,0,0,2,5
20219MGO,Bondi Cylinder Large M.Gold,0,0,0,0,0,0,0,0,0,0,0,0,0
20219WH,Ceramic Cylinder 19Dx14 WHITE,0,0,0,0,0,0,0,0,0,0,0,0,0
20221BK,Ceramic Bondi Cube Black,31,30,8,8,91,56,15,39,27,38,87,10,440
20221MO,Ceramic Bondi Cube Moss,45,25,0,40,23,19,23,33,12,45,7,0,272
20221MSI,Bondi Cube Single,0,0,0,0,0,0,0,0,0,0,0,0,0
20221RE,Ceramic Bondi Cube Red,6,0,0,7,7,7,17,11,9,16,2,1,83
20221RGO,Ceramic Cube Rose Gold,0,0,0,0,0,0,0,0,0,0,0,0,0
20221SI,Ceramic Bondi Cube 13x13x12cmH,0,0,0,0,0,0,18,14,1,0,0,0,33
20221WH,Ceramic Bondi Cube White,53,42,40,48,59,54,32,79,72,61,102,64,706
20225WH,Ceramic Trough White,0,0,0,0,0,0,0,0,0,0,0,0,0
20227BK,Ceramic Rectangle Vase Black,0,2,4,8,15,0,0,0,0,0,0,0,29
20227WH,Ceramic Rectangle Vase White,6,0,0,1,14,4,6,2,6,2,2,0,43
20228BK,Ceramic Cube 10x10x10 BLK,0,0,0,0,0,0,0,0,0,0,0,0,0
20228LAT,Ceramic Bondi Cube Single Latt,0,0,0,0,0,0,0,0,0,0,0,0,0
20228WH,Ceramic Bondi Cube White,5,24,0,2,0,12,10,12,6,0,0,16,87
20300GY,Ceramic Tapered Pot,0,0,0,0,0,0,0,0,0,0,0,0,0
20300WH,Ceramic Tapered Pot,0,0,0,0,0,0,0,0,0,0,0,0,0
20301BK,Ceramic Flora Taper Pot - Blac,0,0,0,0,0,0,0,0,0,0,0,0,0
20301MO,Ceramic Flora Taper Pot - Moss,0,0,0,0,0,0,0,0,0,0,0,0,0
20301WH,Ceramic Taper Pot 12x12x12 WH,0,0,0,0,0,0,0,0,0,0,0,0,0
20302BK,Ceramic Flora Taper Pot - Blac,0,0,0,0,0,0,0,0,0,0,0,0,0
20302WH,Ceramic Taper Pot White,1,3,0,18,6,4,0,4,0,0,2,0,38
20303BK,Ceramic Flora Taper Pot - Blac,0,0,0,0,0,0,0,0,0,0,0,0,0
20303MO,Ceramic Flora Taper Pot - Moss,0,0,0,0,0,0,0,0,0,0,0,0,0
20303WH,Ceramic Taper Pot 17x17x17 WH,0,0,0,0,0,0,0,0,0,0,0,0,0
20304MO,Square Taper Pot. Set of 2 17x,0,0,0,0,0,0,0,0,0,0,0,0,0
20304WH,Square Taper Pot. Set of 2 17x,0,0,0,0,0,0,0,0,0,0,0,0,0
20305WH,Ceramic Conical Wh,0,0,0,0,0,0,0,0,0,0,0,0,0
20305WH-S,White Conical Vase 13 x 20cm,0,0,0,0,0,0,0,0,0,0,0,0,0
20306BK,Ceramic Flora Conical Vase - B,0,0,0,0,0,0,0,0,0,0,0,0,0
20306MO,Ceramic Flora Conical Vase - M,0,0,0,0,0,0,0,0,0,0,0,0,0
20306WH,Ceramic Flora Conical Vase - W,0,0,0,0,0,0,0,0,0,0,0,0,0
20308BK,Ceramic Flared Pot Black,0,0,0,0,0,0,0,0,0,0,0,0,0
20308MO,Ceramic Flared Square Pot Moss,1,0,0,0,4,4,1,4,2,6,4,9,35
20308WH,Ceramic Flared Pot White,0,0,0,0,0,0,0,0,0,0,0,0,0
20310BK,Ceramic Taper Footed Pot Black,0,0,0,0,0,0,0,0,0,0,0,0,0
20310MO,Ceramic Taper Footed Pot Moss,0,0,0,0,0,0,0,0,0,0,4,0,4
20310WH,Ceramic Taper Footd Pot 16x11H,0,0,0,0,0,0,0,0,0,0,0,0,0
20311MO,Ceramic Flora Tap Footed Pot -,0,0,0,0,0,0,0,0,0,0,0,0,0
20311WH,Ceramic Taper Footd Pot 20x15H,0,0,0,0,0,0,0,0,0,0,0,0,0
20320BK,Ceramic Ship Bowl 26.5x13H BK,0,0,0,0,0,0,0,0,0,0,0,0,0
20320MO,Ceramic Ship Bowl Moss,1,0,0,0,0,0,0,0,1,0,1,0,3
20320WH,Ceramic Ship Bowl 26.5x13H WH,0,0,0,0,0,0,0,0,0,0,0,0,0
20324WH,Ceramic Taper Pot White,0,0,0,0,0,0,0,0,0,0,0,0,0
20326BK,Ceramic Rect Pot 23x15x13 BK,0,0,0,0,0,0,0,0,0,0,0,0,0
20326MO,Ceramic Rect Pot 23x15x13 MO,0,0,0,0,0,0,0,0,0,0,0,0,0
20326WH,Ceramic Flared Pot White,0,4,0,0,0,0,0,13,0,0,0,9,26
20329WH,Ceramic Square Tank S/2 White,1,0,0,0,1,0,0,1,0,0,0,3,6
205-600-09,5in Saucer Crystal 50/Bag,0,0,0,0,0,0,0,0,0,0,0,0,0
208-600-09,8in Saucer Crystal 50/Bag,0,0,0,0,0,0,0,0,0,0,0,0,0
2080600,Rondella Cello Pot Wraps Check,0,0,0,1,0,0,0,2,0,0,2,4,9
2080601,Rondella Cello Pot Wraps Check,1,0,0,1,0,2,0,1,0,0,0,5,10
2080620,Rondella Cello Pot Wraps Dots,1,0,0,0,1,3,3,0,0,0,0,1,9
2080621,Rondella Cello Pot Wraps Dots,2,1,1,0,0,3,1,0,0,0,0,0,8
2080622,Rondella Cello Pot Wraps Dots,0,0,1,0,0,1,1,1,2,1,0,1,8
2080630,5col Rondella Spots 47cm 100sh,0,0,0,0,0,0,0,0,0,0,0,0,0
2080631,Rondella Cello Pot Wraps,0,0,0,0,2,1,4,0,0,0,5,0,12
20DOLLARSOFF,$20 OFF YOUR ORDER,0,0,0,0,0,0,0,0,0,0,0,-1,-1
20OFFCARDS,20% OFF GIFT CARDS,0,0,0,0,0,0,0,0,0,0,0,0,0
20OFFCERAMICS,20% OFF CERAMICS,0,0,0,0,0,0,0,0,0,0,0,0,0
20OFFEASTER,20% off Easter,0,0,0,0,0,0,0,0,0,0,0,0,0
20OFFRIBBON,20% Off Ribbons,0,0,0,0,0,0,0,0,0,0,0,0,0
20OFFWRAP,20% OFF WRAP,0,0,0,0,0,0,0,0,0,0,0,0,0
21001100CR,Ribbon Lace Cream 60mmx10m,0,2,3,3,0,4,5,0,0,0,2,1,20
210011BCR,Ribbon Crochet Lace Cream,3,2,0,2,0,1,0,0,1,0,0,0,9
210011BWH,Ribbon Crochet Lace White,0,2,1,1,0,0,0,1,0,0,0,0,5
210016BBB,Ribbon Gingham Baby Blue,0,3,0,0,0,1,1,2,0,0,0,0,7
210016BBP,Ribbon Gingham 25mmx20m BABY P,0,0,0,0,0,0,0,0,0,0,0,0,0
