
TEDDYTIME
PO Box 96231
BALMORAL 1342

Analyse Inventory [Summary]
29/04/2020,Page 1
2:08:24 pm
Item No.,Item Name,On Hand,Committed,On Order,Available
CA40.015,Cards Baby Feet Congratulat,0,0,0,0
CA40.016,Cards Dummy Congratulations,0,0,0,0
CA40.017,Cards Baby Block's Blue PK50 1,0,0,0,0
CA40.018,Cards Baby Block's Pink PK50 1,0,0,0,0
CA40.023,Cards Hand Prints It's a Bo,0,0,0,0
CA40.024,Cards Hand Prints Girl PK50,1,0,0,1
CA40.029,Cards Frangipani Cluster PK50,38,0,0,38
CA40.031,Cards Frangipani Beauty PK50 1,0,0,0,0
CA40.035,Cards Gerbera Orange PK50 10cm,0,0,0,0
CA40.039,Cards Gerbera Pink PK50,0,0,0,0
CA40.043,Cards Tiger Pink Lily PK50,54,0,0,54
CA40.047,Cards Orchid Phalenopsis PK50,47,0,0,47
CA40.049,Cards White Tulip 3D PK50,0,0,0,0
CA40.053,Cards Gerbera Border PK50,40,0,0,40
CA40.056,Cards Iris Border PK50,0,0,0,0
CA40.058,Cards Sunflower Small Get W,0,0,0,0
CA40.060,Cards Tropical Bunch GWS PK50,0,0,0,0
CA40.063,Cards Lavender Get Well Soo,0,0,0,0
CA40.073,Cards Jasmine Green Thank Y,0,0,0,0
CA40.074,Cards Jasmine Thank You PK50,0,0,0,0
CA40.077,Cards Waterlily Pink Thank,0,0,0,0
CA40.079,Cards Lavender Thank You PK50,0,0,0,0
CA40.081,Cards Chrysanthemum White H,0,0,0,0
CA40.082,Cards Chrysanthemum Cream PK50,52,0,0,52
CA40.083,Cards Chrysie Starburst PK50 1,0,0,0,0
CA40.085,Cards Roses & Pearls Happy,0,0,0,0
CA40.091,Cards Sailing Boat PK50 10cm x,0,0,0,0
CA40.093,Cards Fishing Basket PK50 10cm,0,0,0,0
CA40.098,Cards Rose Bouquet PK50 10cm x,0,0,0,0
CA40.105,Cards Rose Bud Single PK50,72,0,0,72
CA40.106,Cards Rose Bud x2 PK50,0,0,0,0
CA40.108,Cards Roses Perfection PK50,0,0,0,0
CA40.109,Cards Red Rose Petals,0,0,0,0
CA40.110,Cards Heart's Scatter PK50 10c,0,0,0,0
CA40.111,Cards Bear Kringle Merry Ch,0,0,0,0
CA40.113,Cards Xmas  Poinsettia Parcels,0,0,0,0
CA40.119,Cards Blank Gold Border PK50,86,0,0,86
CA40.120,Cards Blank Silver Border PK50,76,0,0,76
CA40.131,Cards Blank White Card PK50 10,0,0,0,0
CA40.153,Florist Cards,0,0,0,0
CA40.161,Florist Cards,0,0,0,0
CA40.165,Cards Christmas Holly PK50,0,0,0,0
CA40.166,Cards Christmas Baubles PK50,0,0,0,0
CA40.168,Cards Christmas Berry,0,0,0,0
CA40.172,Cards Snowy Trees Kraft PK50,0,0,0,0
CA40.176,Cards Native Flowers,69,0,0,69
CA40.179,Cards Santa Face Red 50pk,0,0,0,0
CA40.181,Cards Christmas Multi 50pk,0,0,0,0
CA40.184,Cards Tree Red 50pk,0,0,0,0
CA40.186,Cards Merry Christmas Red Kraf,0,0,0,0
CA40.187,Cards Merry Christmas Red 50pk,0,0,0,0
CA40.203,Cards Large Cala Lily Deepe,0,0,0,0
CA40.214,Cards Kraft Native Flowers,28,0,0,28
CA40.301,Cards Flower Care Thirsty PK50,12,0,0,12
CA40.302,Cards Flower Care I'm Thirs,0,0,0,0
CA40.303,Cards Flower Care PK50,10,0,0,10
CA40.304,Cards Flwr Hand Tied Care PK50,56,0,0,56
CA40.305,Cards Flower Care for Roses,0,0,0,0
CA40.312,Cards Brown Kraft Mono PK50,25,0,0,25
CA40.314,Cards Brown Kraft Love,0,0,0,0
CA40.315,Cards Kraft Get Well PK50,11,0,0,11
CA40.316,Cards Kraft Congrats PK50,11,0,0,11
CA40.317,Cards Kraft Happy Bday PK50,25,0,0,25
CA40.322,Cards Kraft Lace Frame PK50,21,0,0,21
CA40.323,Cards Kraft Birthday Cake PK50,1,0,0,1
CA40.326,Cards Kraft Love Birds PK50,26,0,0,26
CA40.327,Cards Kraft Thank you PK50,18,0,0,18
CA40.331,Cards Brown Kraft Bold Love,0,0,0,0
CA40.332,Cards Brown Kraft HVD Red,0,0,0,0
CA40.333,Cards Brown Kraft HVD Bk,0,0,0,0
CA40.503,Cards Br Kraft Xmas Tree,0,0,0,0
CA40.505,Cards Br Kraft Antler,0,0,0,0
CA40.517,Cards Kraft Thanks Swirls PK50,30,0,0,30
CA40.522,Cards Kraft Happy Bday PK50,15,0,0,15
CA40.538,Cards Kraft Leopard Frame PK50,1,0,0,1
CA40.602,Cards Kraft Heart Words PK50,9,0,0,9
CA40.604,Cards Vintage Rose Bunch,0,3,0,-3
CA40.606,Cards Brown Kraft XOXO,0,0,0,0
CA40.610,Cards Roses Bunch Red,65,0,0,65
CA40.612,Cards Live Laugh Love Red PK50,15,0,0,15
CA40.613,Cards KR Live Laugh Love PK50,15,0,0,15
CA40.614,Cards Rose Bunch Pink PK50,68,0,0,68
CA40.617,Card All You Need is Love PK50,19,0,0,19
CA40.625,Cards Kraft It's a Boy PK50,95,0,0,95
CA40.626,Cards Kraft It's a Girl PK50,94,0,0,94
CA40.627,Cards Kraft Get Well Soon PK50,19,0,0,19
CA40.702,Cards Christmas Baubles,0,0,0,0
CA40.705,Cards Kraft Snowflake PK50,0,0,0,0
CA40.713,Cards Holly Pack 50,0,0,0,0
CA40.714,Cards Poinsettia Pack 50,0,0,0,0
CA40.717,Cards Tree Star Kraft Pk 50,0,0,0,0
CANDLE_20%_DISCOUNT,20% off all candles,0,0,0,0
CBFBL,Cello Butterfly Flower Black 3,0,0,0,0
CBFCER,Cello Butterfly Cerise Roll,0,0,0,0
CBFCES,Cello Butterfly Cerise Sheets,23,0,0,23
CBFHP,Cello Butterfly Flower Hot Pin,0,0,0,0
CBFLAR,Cello Butterfly Lavender Roll,0,0,0,0
CBFLAS,Cello Butterfly Lavender Sheet,28,0,0,28
CBFLI,Cello Butterfly Flower Lime 38,0,0,0,0
CBFMIXS,Cello Butterfly MIX Sheets,25,0,0,25
CBFPUR,Cello Butterfly Purple Roll,0,0,0,0
CBFPUS,Cello Butterfly Purple Sheets,0,0,0,0
CBFSPR,Cello Butterfly Pink Roll,0,0,0,0
CBFSPS,Cello Butterfly Pink Sheets,19,0,0,19
CBFWH,Cello Butterfly Flower White 3,0,0,0,0
CBFWHR,Cello Butterfly White Roll,0,0,0,0
CBFWHS,Cello Butterfly White Sheets,0,0,0,0
CBLBL,Cello Butterfly Lace Black 38m,0,0,0,0
CBLHP,Cello Butterfly Lace Hot Pink,0,0,0,0
CBLVI,Cello Butterfly Lace Violet 38,0,0,0,0
CBLWH,Cello Butterfly Lace White 38m,0,0,0,0
CBRE1,Brendan Bear 20cm,0,0,0,0
CBRE2,Brendan Bear 25cm,0,0,0,0
CBRX1,Brax Bear 20cm,0,0,0,0
CBRX2,Brax Bear 25cm,0,0,0,0
CCOL,Collette Bear 30cm,0,0,0,0
CCS1,Cello Sleeve PK/50 38x19x10cm,43,0,0,43
CCS2,Cello Sleeve Pk/50 44x25x11cm,71,0,0,71
CCS3,Cello Sleeve PK50 50x32.5x12.5,87,0,0,87
CCS4,Cello Sleeve PK/50 50x44x10cm,143,0,0,143
CDKI,Countdown Kiwi ST.10,0,0,0,0
CDOO1,Doodles Bear 50cm,65,2,0,63
CDOO2,Doodles Bear 83cm,1,0,12,13
CDOO3,Doodles Bear 120cm,27,1,0,26
CE003,Ceramic Pot 19.5x18X9cmH,0,0,0,0
CE009MO,Ceramic Vase D10.2X27.5cmH,0,0,0,0
CE011BK,Ceramic Pot D6.8X19.8cmH,0,0,0,0
CE021BL,Ceramic Jug 17.7x11.7x19cm,0,0,0,0
CE023BL,Ceramic Vase 14.5x14.5x21.8cm,0,0,0,0
CE023GR,Ceramic Vase 14.5x14.5x21.8cm,0,0,0,0
CE024BL,Ceramic Vase 35.5x10x11cm,0,0,0,0
CE024GR,Ceramic Vase 35.5x10x11cm,0,0,0,0
CE034,Ceramic Jug 22.2x16.8x23.5cmH,0,0,0,0
CE084BL,Ceramic Cylinder 13.2x12.5cmH,0,0,0,0
CE084GR,Ceramic Cylinder 13.2x12.5cmH,0,0,0,0
CE084YE,Ceramic Cylinder 13.2x12.5cmH,0,0,0,0
CE085BL,Ceramic Tea Cup 19.5x15x9.5cmH,0,0,0,0
CE085GR,Ceramic Tea Cup 19.5x15x9.5cmH,0,0,0,0
CE085YE,Ceramic Tea Cup 19.5x15x9.5cmH,0,0,0,0
CE086GR,Ceramic Square 12.3x12cmH,0,0,0,0
CE086WH,Ceramic Square 12.3x12cmH,0,0,0,0
CE087BL,Ceramic Conical 15.5x13cmH,0,0,0,0
CE087GR,Ceramic Conical 15.5x13cmH,0,0,0,0
CE087YE,Ceramic Conical 15.5x13cmH,0,0,0,0
CE088BL,Ceramic Watering Can 25x12.5x1,0,0,0,0
CE088GR,Ceramic Watering Can 25x12.5x1,0,0,0,0
CE088YE,Ceramic Watering Can 25x12.5x1,0,0,0,0
CE089RE,Ceramic Conical Pot 13.5x11.5c,0,0,0,0
CE089WH,Ceramic Conical Pot 13.5x11.5c,0,0,0,0
CE090WH,Ceramic Conical Vase 11x21cmH,0,0,0,0
CE091BK,Square Ceramic 13x13x13cm,0,0,0,0
CE091RE,Square Ceramic 13x13x13cm,0,0,0,0
CE091WH,Square Ceramic 13x13x13cm,0,0,0,0
CE092BK,Round Ceramic 15x13cm,0,0,0,0
CE092RE,Round Ceramic 15x13cm,14,0,0,14
CE092WH,Round Ceramic 15x13cm,0,0,0,0
CE093BK,Square Ceramic 13x13x13cmH,0,0,0,0
CE093GY,Square Ceramic 13x13x13cmH,0,0,0,0
CE093RE,Square Ceramic 13x13x13cmH,0,0,0,0
CE093WH,Square Ceramic 13x13x13cmH,0,0,0,0
CE094BK,Square Ceramic 15x15x15cmH,0,0,0,0
CE094GY,Square Ceramic 15x15x15cmH,0,0,0,0
CE094RE,Square Ceramic 15x15x15cmH,14,0,0,14
CE094WH,Square Ceramic 15x15x15cmH,0,0,0,0
CE095BK,Rectangle Ceramic 21x11.5x10cm,0,0,0,0
CE095GY,Ceramic Rectangle Pot Grey,6,0,0,6
CE095RE,Ceramic Rectangle Pot Red,54,0,0,54
CE095WH,Rectangle Ceramic 21x11.5x10cm,0,0,0,0
CE096BK,Square Ceramic Black 11cmH,0,0,0,0
CE096GY,Square Ceramic 11x11x11cmH,0,0,0,0
CE096RE,Square Ceramic Red 11cmH,0,0,0,0
CE096WH,Square Ceramic 11x11x11cmH,0,0,0,0
CE097BK,Square Ceramic Black 13cmH,0,0,0,0
CE097GY,Square Ceramic 13x13x13cmH,48,0,0,48
CE097RE,Square Ceramic Red 13cmH,0,0,0,0
CE097WH,Square Ceramic 13x13x13cmH,0,0,0,0
CE098BK,Ceramic Square Vase 10x10x20cm,0,0,0,0
CE098GY,Ceramic Square Vase Grey 20cmH,0,0,0,0
CE098RE,Ceramic Square Vase Red 20cmH,0,3,0,-3
CE098WH,Ceramic Square Vase 10x10x20cm,0,0,0,0
CE099BL,Ceramic Jug 18x14.4x23.3cmH,0,0,0,0
CE099MI,Ceramic Jug Mint 23.3cmH,64,3,0,61
CE099PK,Ceramic Jug Baby Pink 23.3cmH,203,0,0,203
CE099WH,Ceramic Jug White 23.3cmH,0,0,0,0
CE100BL,Ceramic Vase D13.6x18.2cmH,0,0,0,0
CE100MI,Ceramic Vase D13.6x18.2cmH,0,0,0,0
CE100PK,Ceramic Vase D13.6x18.2cmH,0,0,0,0
CE100WH,Ceramic Vase D13.6x18.2cmH,0,0,0,0
CE101,Ceramic Pot Blue & Grey Weave,24,0,0,24
CE102,Ceramic Vase Blue & Grey Weave,63,0,0,63
CE103,Ceramic Pot Blue Weave 15cmH,77,0,0,77
CE104,Ceramic Pot Blue Weave 14cmH,57,0,0,57
CE105,Ceramic Cube 13x13x12cm,0,0,0,0
CE106,Ceramic Cube 11x11x9.5cm,0,0,0,0
CE107,Ceramic Pot Blue Weave 16x14cm,35,0,0,35
CE108,Ceramic Pot 12.5x12.5x11.5cm,0,0,0,0
CE109,Ceramic Pots S/3 Green on Tray,4,0,0,4
CE110GR,Ceramic Conical Pot 14x14x12.5,0,0,0,0
CE110PK,Ceramic Conical Pot 14x14x12.5,0,0,0,0
CE110PU,Ceramic Conical Pot 14x14x12.5,0,0,0,0
CE111GR,Ceramic Conical Pot 14x14x12.5,0,0,0,0
CE111PK,Ceramic Conical Pot 14x14x12.5,0,0,0,0
CE111PU,Ceramic Conical Pot 14x14x12.5,0,0,0,0
CE112,Cement Round Vase 13x13x20.5cm,90,7,0,83
CE113,Cement Pot 14x14x12.5cmH,0,0,0,0
CE114,Cement Trough 26x10.5x10.5cmH,0,0,0,0
CE115,Cement Cube 15x15x13cmH,40,0,0,40
CE116,Cement Cube 12.5x12.5x10.5cmH,0,0,0,0
CE117,Cement Boat Bowl 38x11x10cmH,54,0,0,54
CE118,Cement Weave Cylinder 20cmH,86,0,0,86
CE119,Cement Pot 15x15x12.5cm,0,0,0,0
CE120,Cement Weave Pot 13x13x10.5cmH,0,0,0,0
CE121,Cement Diagonal Cut Bowl 15cmH,1,0,0,1
CE122,Cement Conical Pot 13.3x12.5cm,0,0,0,0
CE123,Cement Conical Pot 13.3x12.5cm,0,0,0,0
CE124,Cement Pot 13.3x13.3x12.5cm,0,0,0,0
CE125GY,Grey Vase 10.3X25.8cmH,0,0,0,0
CE125PK,Pink Vase 10.3X25.8cmH,0,0,0,0
CE125WH,White Vase 10.3X25.8cmH,0,0,0,0
CE126BK,Lge Pot Triange Pattern BLACK,0,0,0,0
CE126GY,Lge Pot Triange Pattern GREY D,0,0,0,0
CE126PK,Lge Pot Triangle Pattern PINK,0,0,0,0
CE126WH,Ceramic Pot Triange Pattern WH,0,0,0,0
CE127BL,Blue Pot 15X15cmH,0,0,0,0
CE127MI,Mint Pot 15X15cmH,0,0,0,0
CE127PK,Pink Pot 15X15cmH,0,0,0,0
CE127WH,Ceramic White Pot 15x15cmH,0,0,0,0
CE128BL,Blue Vase 12.5x23.4cmH,0,0,0,0
CE128MI,Mint Pot 12.5x23.4cmH,0,0,0,0
CE128PK,Pink Vase 12.5x23.4cmH,0,0,0,0
CE128WH,White Vase 12.5x23.4cmH,0,0,0,0
CE129BK,Black Pot 15x15.2cmH,0,0,0,0
CE129GY,Grey Pot 15x15.2cmH,0,0,0,0
CE129RE,Red Pot 15x15.2cmH,0,0,0,0
CE129WH,White Pot 15x15.2cmH,0,0,0,0
CE130BK,Black Vase 14x19cmH,0,0,0,0
CE130WH,White Vase 14x19cmH,0,0,0,0
CE131GY,Grey Porcelain Vase 11.6x19cmH,0,0,0,0
CE131MI,Mint Porcelain Vase 11.6x19cmH,0,0,0,0
CE131PK,Pink Porcelain Vase 11.6x19cmH,5,0,0,5
CE132BK,Ceramic Cylinder,0,0,0,0
CE132MO,Ceramic Cylinder Moss 15x13cmH,210,0,0,210
CE132WH,Ceramic Cylinder White 15x13cm,0,12,0,-12
CE133BK,Ceramic Cylinder Black 18x15cm,0,0,0,0
CE133MO,Ceramic Cylinder Moss 18x15cmH,0,0,0,0
CE133WH,Ceramic Cylinder White 18x15cm,0,0,0,0
CE134BL,Ceramic Jug 15cm x 11cm x 19cm,0,0,0,0
CE134MI,Ceramic Jug Mint 19cmH,0,0,0,0
CE134PK,Ceramic Jug 15cm x 11cm x 19cm,0,0,0,0
CE134WH,Ceramic Jug 15cm x 11cm x 19cm,0,0,0,0
CE135,Ceramic Vase Clay Look 25cmH,0,0,0,0
CE136,Ceramic Pot Clay Look 17cmH,0,0,0,0
CE138,Ceramic Pot 15.3x15.3x13cmH,0,0,0,0
CE139,Ceramic Vase 15x15x27.5cmH,0,0,0,0
CE140,Ceramic Pot 14x14x12cmH,0,0,0,0
CE141,Blue Ceramic Vase 23.3cmH,91,0,0,91
CE142,Ceramic Pot 15x15x13.1cmH,0,0,0,0
CE143,Red Ceramic Pot 15.5x13cmH,0,0,0,0
CE144,Ceramic Pot 19.8x19.8x9.8cmH,0,0,0,0
CE146,Green&Black Ceramic Pot 17cmH,0,0,0,0
CE148,Green&Black Ceramic Vase 17cmH,74,0,0,74
CE149,Oval Cement Pot 24x13x10.5cmH,0,0,0,0
CE150,Round Cement Pot 14.5Dx14cmH,138,4,0,134
CE151,Cement & Glass Candle Holder,55,0,0,55
CE152,Cement & Glass Candle Holder,82,0,0,82
CE153,Heart Shape Cement Pot 20.5cmL,35,0,0,35
CE154,Cement Urn 19.5Dx24.5cmH,13,4,0,9
CE155,Cement Urn 16.5Dx20.5cmH,29,4,0,25
CE156,Round Cement Pot 16Dx12.5cmH,0,0,0,0
CE157,Round Cement Pot 19Dx7.5cmH,0,0,0,0
CE158,Round Cement Pot 21.5Dx17.5cmH,61,0,0,61
CE159,Cement & Glass Candle Holder,96,0,0,96
CE160,Round Cement Pot 16Dx14cmH,0,0,0,0
CE161,Square Cement Pot 15x15.5x14cm,0,0,0,0
CE162,Square Cement Pot 13x11.5cmH,0,0,0,0
CE163,Tall Round Cement Pot 20.5cmH,89,0,0,89
CE164,Square Cement Pot 15.5x12cmH,0,0,0,0
CE165,Round Cement Pot 18x17x15.5cm,0,0,0,0
CE166GN,Ceramic Leaf Pot Green 13.8cmH,128,0,0,128
CE166WH,Ceramic Leaf Pot White 13.8cmH,283,0,0,283
CE169,White Ceramic Pot Leaf Pattern,105,0,0,105
CE170,Ceramic Pot with Heart Relief,454,5,0,449
CE172,Ceramic Pot with Heart Relief,425,0,0,425
CE174,Green Ceramic Pot Leaf Pattern,32,0,0,32
CE175,Ceramic Green Leaf Oval Pot,282,0,0,282
CE177BKG,Ceramic Pot Black w/Gold Rim,471,0,0,471
CE177WHG,Ceramic Pot White and Gold D13,93,0,0,93
CE178BKC,Ceramic Pot Black w/Copper Rim,0,0,0,0
CE178WHC,Ceramic Pot White w/Copper Rim,0,0,0,0
CE179GN,Square Ceramic D13x12cmH,369,10,0,359
CE179WH,Square Ceramic D13x12cmH,299,0,0,299
CE183BK,Ceramic Oval Pot 18.3x11.4x9.2,378,0,0,378
CE183WH,Ceramic Oval Pot 18.3x11.4x9.2,210,0,0,210
CE184,Round Ceramic Kina Pot D12.2x9,0,0,0,0
CE185BK,Matte Brown Ceramic Pot 19cmH,97,0,0,97
CE185MO,Matte Moss Ceramic Pot 19cmH,133,0,0,133
CE185WH,Ceramic Pot White 19x19x19cm,0,0,0,0
CE33MO,Ceramic Pot Flower Moss,1,0,0,1
CF200,Card Forks Bag of 200 24cmH,0,0,0,0
CFH100CL,Card Forks Heart Shape Bag/100,0,0,0,0
CFLMOS,Cello Flower Moss Sheets PK/20,0,0,0,0
CFLPKS,Cello Flower Pink Sheets PK/20,0,0,0,0
CFLPUS,Cello Flower Purple Sheet PK20,0,0,0,0
CG20CL,Country Glass Vase L12xW12xH12,0,0,0,0
CG20GR,Country Glass Vase L12xW12xH12,0,0,0,0
CG20RD,Country Glass Vase L12xW12xH12,0,0,0,0
CG22PU,Country Glass Vase L11.2xW11.2,0,0,0,0
CG23CL,Country Glass Vase D15xH12.5cm,0,0,0,0
CG23RD,Country Glass Vase D15xH12.5cm,0,0,0,0
CG24CL,Country Glass Vase D10xB10xH20,0,0,0,0
CG24PK,Country Glass Vase D10xB10xH20,0,0,0,0
CG24RD,Country Glass Vase D10xB10xH20,0,0,0,0
CG26CL,Country Glass Vase D17xH16.8c,0,0,0,0
CG26PK,Country Glass Vase D17xH16.8c,0,0,0,0
CG27RD,Country Glass Vase D10.7xB10.7,0,0,0,0
CG28CL,Country Glass Vase D13.7xB11xH,0,0,0,0
CG28GR,Country Glass Vase D13.7xB11xH,0,0,0,0
CG28PK,Country Glass Vase D13.7xB11xH,0,0,0,0
CG28PU,Country Glass Vase D13.7xB11xH,0,0,0,0
CG28RD,Country Glass Vase D13.7xB11xH,0,0,0,0
CG29PU,Country Glass Vase D12.3xB13xH,0,0,0,0
CG31CL,Country Glass Vase D5.3xB6.5xH,0,0,0,0
CG31GR,Country Glass Vase D5.3xB6.5xH,0,0,0,0
CG31PK,Country Glass Vase D5.3xB6.5xH,0,0,0,0
CG31PU,Country Glass Vase D5.3xB6.5xH,0,0,0,0
CG31RD,Country Glass Vase D5.3xB6.5xH,0,0,0,0
CG32CL,Country Glass Vase L12xW12xH22,0,0,0,0
CG32GR,Country Glass Vase L12xW12xH22,0,0,0,0
CG32PK,Tall Glass Vase Pink 22.5cmH,6,0,0,6
CG32RD,Country Glass Vase L12xW12xH22,0,0,0,0
CG33GR,Country Glass Vase L7xW7xH28.,0,0,0,0
CG33RD,Country Glass Vase L7xW7xH28.,0,0,0,0
CG34,Vintage Glass Set 13cm(MIN 12),0,0,0,0
CG35,Green Vintage Glass Set 13cm -,0,0,0,0
CG36,Blue Vintage Glass Set 13cm -,0,0,0,0
CG37,Pink Vintage Glass Set 13cm -,0,0,0,0
CG38CL,Vintage Glass Vase 5.3x16.5cmH,0,0,0,0
CG38PK,Vintage Glass Vase 5.3x16.5cmH,0,0,0,0
CG39CL,Vintage Glass Vase 4.6x4.6x16c,0,0,0,0
CG39GR,Vintage Glass Vase 4.6x4.6x16c,0,0,0,0
CG40CL,Vintage Glass Vase 6.3x13.3cmH,0,0,0,0
CG40GR,Vintage Glass Vase 6.3x13.3cmH,0,0,0,0
CG40PK,Vintage Glass Vase 6.3x13.3cmH,0,0,0,0
CG41CL,Vintage Glass Vase 6.3x6.3x13.,0,0,0,0
CG41GR,Vintage Glass Vase 6.3x6.3x13.,0,0,0,0
CG41PK,Vintage Glass Vase 6.3x6.3x13.,0,0,0,0
CH0006,Glass Candle Votive Tealight,163,0,0,163
CH009,Glass Candle Votive Tealight,6,0,0,6
CH01,Glass Candle Holder 15cm,0,0,0,0
CH0110AQ,Glass Candle Tealight Holder B,0,0,0,0
CH0112HP,Glass Candle Tealight Holder C,0,0,0,0
CH0115CL,Glass Candle Tealight Holder C,0,0,0,0
CH0115HP,Glass Candle Tealight Holder C,0,0,0,0
CH0120AQ,Glass Candle Tealight Holder R,0,0,0,0
CH0129CL,Tealight Holder,0,0,0,0
CH02,Glass Candle Holder 22.5x7x3.5,0,0,0,0
CH0606,Glass Candle Votive Tlight Sho,0,0,0,0
CH0963,Glass Candle Votive Tealight,113,0,0,113
CH602-11,Candle Glass Plate,0,0,0,0
CH950CL,Glass Candle Votive Tlight Bal,0,0,0,0
CHCHO,Cherry Chocs 200g,0,0,0,0
CHETO,Chelsea Toffees 2.5kg Bag,0,0,0,0
CKRBRS,Cello Kraft Brown Sheets PK/10,0,0,0,0
CL20,Price Clip 11cm Pack of 10,9,0,0,9
CL21,Price Clip 16cm Pack of 10,25,0,0,25
CL22,Price Clip 21cm Pack of 10,15,0,0,15
CLAPB,Price Whiteboard 8x6cm PK/10,17,0,0,17
CLEBL,Cello Leaf Black 38mic Sheets,0,0,0,0
CLELI,Cello Leaf Lime 38mic Sheets 6,0,0,0,0
CLEVI,Cello Leaf Violet 38mic Sheets,0,0,0,0
CLEWH,Cello Leaf White 38mic Sheets,0,0,0,0
CLF100,Card Holder Forks,0,0,0,0
CMAB,Mabel Bear 30cm,0,0,0,0
CMON1,Monroe Bear 18cm,0,0,0,0
CMON2,Monroe Bear 25.5cm,0,0,0,0
CP02,Glass Candle Plate 11cm,0,0,0,0
CP03,Glass Candle Plate 14cm MIN 6,197,0,0,197
CP04,Mirror Candle Plate 12cm MIN12,0,0,0,0
CP05,Mirror Candle Plate 15cm,0,0,0,0
CP06,Candle Plate 6.5 x 6.5 x 0.8cm,0,0,0,0
CP07,Candle Plate 10 x 10 x 0.8cm,0,0,0,0
CP100,Corsage T For Button hole Pin,10,0,0,10
CR1010BL,Counter Roll Star Blue 10m,10,0,0,10
CR1010PI,Counter Roll Star Pink 10m,9,0,0,9
CR1014,Counter Roll Kraft Number 10m,11,0,0,11
CR1024MO,Counter Roll Daisy Moss 10m,9,0,0,9
CR50BB,Counter Roll Baby Blue 50m,6,0,0,6
CR50BP,Counter Roll Pink 50cmx50m,5,0,0,5
CR50KMO,Counter Roll Solid Kraft Moss,9,0,0,9
CR50KRE,Counter Roll Solid Kraft Red,9,0,0,9
CR50P10WH,Counter Roll Bold Dot White,11,0,0,11
CR50P11WH,Counter Roll Kraft White Lace,24,0,0,24
CR50P27BK,Counter Roll Merry Xmas Black,0,0,0,0
CR50P27GO,Counter Roll Merry Xmas Gold,0,0,0,0
CR50P29BK,Counter Roll Pinecone BK/WH,0,0,0,0
CR50P29WH,Counter Roll Pinecone WH/KR,2,0,0,2
CR50P30WH,Counter Roll Xmas Tree,0,0,0,0
CR50P31GR,Counter Roll Philo Leaf Green,12,0,0,12
CR50P31WH,Counter Roll Philo Leaf White,27,0,0,27
CR50P32BKWH,Counter Roll Bold Stripe BK/WH,14,0,0,14
CR50P32RE,Counter Roll Stripe Kraft/Red,7,0,0,7
CR50P32RG,Counter Roll Stripe Rose GO/WH,8,0,0,8
CR50P32WH,Counter Roll Stripe KR/WH,16,0,0,16
CR50P32WHBP,Counter Roll Pink White,9,0,0,9
CR50P32WHGRY,Counter Roll Blue White,9,0,0,9
CR50P33BB,Counter Roll Blue White,12,0,0,12
CR50P33BK,Counter Roll Black White,9,0,0,9
CR50P33GO,Counter Roll Gold White,10,0,0,10
CR50P33KRBK,Counter Roll Kraft Black,2,0,0,2
CR50P33KRRE,Counter Roll Kraft Red,11,0,0,11
CR50P33KRWH,Counter Roll Kraft White,8,0,0,8
CR50P33SI,Counter Roll Silver White,9,0,0,9
CR50P37BKPW,Counter Roll Scatter Dots,8,0,0,8
CR50P37WHGO,Counter Roll Scatter Dots,16,0,0,16
CR50P37WHRG,Counter Roll Scatter Dots,14,0,0,14
CR50P40KR,Counter Roll Medina Black,17,0,0,17
CR50PDBK,Counter Roll Polka Dots Black,9,0,0,9
CR50PDRE,Counter Roll Dots white/red,15,0,0,15
CR50PDWH,Counter Roll Polka Dots White,3,0,0,3
CR50RE,Counter Roll Solid Gloss Red,14,0,0,14
CR50WH,Counter Roll Solid White,8,0,0,8
CR60AGO,Counter Roll Stripes Gold,0,0,0,0
CR60ASI,Counter Roll Stripes Silver,0,0,0,0
CR60BGO,Christmas Wrapping Paper,0,0,0,0
CR60BK,Counter Roll Solid Gloss Black,1,0,0,1
CR60BSI,Christmas Wrapping Paper,0,0,0,0
CR60C1BL,Counter Roll Blue Candy Stripe,0,0,0,0
CR60C1PK,Counter Roll Pink Candy Stripe,0,0,0,0
CR60CO,Counter Roll Gloss Copper,0,0,0,0
CR60DMBK,Counter Roll Damask Black,2,0,0,2
CR60DMWH,Counter Roll Damask Black/Whit,0,0,0,0
CR60FU,Counter Roll Fuchsia,0,0,0,0
CR60KNB,Counter Roll Kraft Natural,0,0,0,0
CR60MCBR,Christmas Wrapping Paper,0,0,0,0
CR60MGO,Counter Roll Solid Gloss Gold,0,0,0,0
CR60MOGO,Counter Roll 60m Gloss Motif G,0,0,0,0
CR60MOSI,Counter Roll 60m Gloss Motif S,0,0,0,0
CR60MSRD,Counter Roll Christmas Reindee,0,0,0,0
CR60P10BLK,Counter Roll Black Dot Kraft,0,0,0,0
CR60P10GO,Counter Roll Gold Dot Kraft,0,0,0,0
CR60P10RE,Counter Roll Red Dot Kraft,7,0,0,7
CR60P10WH,Counter Roll White Dot Kraft,0,0,0,0
CR60P11BP,Counter Roll Lace/Bpink,0,0,0,0
CR60P11GO,Counter Roll Gold w/White Lace,0,0,0,0
CR60P11MI,Counter Roll Mint w/White Lace,1,0,0,1
CR60P11WH,Counter Roll Kraft w/WH Lace,0,0,0,0
CR60P12BLU,Counter Roll Blue Floral Kraft,0,0,0,0
CR60P12HP,Counter Roll Pink Floral Kraft,0,0,0,0
